Potential_V,Current_uA
-0.5,-0.1446766766399875
-0.4969939879759519,-0.10975464862216233
-0.4939879759519038,-0.41879191072107064
-0.4909819639278557,-0.0484361159686047
-0.4879759519038076,0.13610257176915194
-0.4849699398797595,-0.29177034405897456
-0.4819639278557114,-0.3576099261685027
-0.4789579158316633,-0.2724454866668934
-0.4759519038076152,-0.2845624929383277
-0.47294589178356716,-0.274938480750773
-0.46993987975951906,-0.29479468820319943
-0.46693386773547096,-0.24397023436786858
-0.46392785571142287,-0.41609868409328543
-0.46092184368737477,-0.07839137043846539
-0.45791583166332667,-0.24321580999427006
-0.45490981963927857,-0.24291650167689988
-0.45190380761523047,-0.28343892689886285
-0.44889779559118237,-0.3697790074980487
-0.44589178356713427,-0.17472011850338887
-0.44288577154308617,-0.3063195237905489
-0.43987975951903807,-0.3921347832716703
-0.43687374749499,-0.29773768214702345
-0.4338677354709419,-0.17652041429568524
-0.4308617234468938,-0.14545569389756538
-0.4278557114228457,-0.0959531593372859
-0.4248496993987976,-0.4908040768245353
-0.42184368737474953,-0.2536031494670171
-0.4188376753507014,-0.16034866510586926
-0.41583166332665333,-0.10367410229663672
-0.4128256513026052,-0.1649903456515981
-0.40981963927855714,-0.22618756716344884
-0.40681362725450904,-0.32963066260783214
-0.40380761523046094,-0.15882998430307016
-0.40080160320641284,0.0019580059111724835
-0.39779559118236474,-0.3252439684877306
-0.39478957915831664,-0.09333496138765147
-0.39178356713426854,-0.15251775636737705
-0.38877755511022044,-0.10899826941977718
-0.38577154308617234,-0.11290231932275387
-0.38276553106212424,-0.06689376947613507
-0.37975951903807614,-0.2048482322519307
-0.37675350701402804,-0.45850933039488223
-0.37374749498997994,-0.17943593024836088
-0.3707414829659319,-0.1091213600360147
-0.36773547094188375,-0.2797496741466575
-0.3647294589178357,-0.13421288033253695
-0.36172344689378755,-0.03138166522418345
-0.3587174348697395,0.060728323487553415
-0.35571142284569135,-0.3447260085627298
-0.3527054108216433,-0.27596956572924347
-0.34969939879759515,-0.1523117205039447
-0.3466933867735471,-0.2825048286026472
-0.343687374749499,-0.21840355780783438
-0.3406813627254509,-0.06878010984447282
-0.3376753507014028,-0.13518545685175776
-0.3346693386773547,-0.41565635188076305
-0.3316633266533066,-0.22376253070648544
-0.3286573146292585,-0.007685257639691356
-0.3256513026052104,-0.040265246943443106
-0.3226452905811623,-0.31234806986595287
-0.31963927855711427,0.017783812539893112
-0.3166332665330661,-0.04430957410138782
-0.31362725450901807,-0.0779954206091442
-0.3106212424849699,-0.2755834758290808
-0.3076152304609219,-0.07976185641126281
-0.3046092184368737,-0.1541684160540917
-0.3016032064128257,-0.38299551573272994
-0.2985971943887775,-0.3356075571487943
-0.2955911823647295,-0.2607742229359819
-0.2925851703406814,-0.055304431788334524
-0.2895791583166333,-0.07437569397463599
-0.2865731462925852,-0.014721891140676124
-0.2835671342685371,-0.3019629553624505
-0.280561122244489,-0.23457851838981778
-0.2775551102204409,-0.1524025874631332
-0.2745490981963928,-0.143913879314713
-0.2715430861723447,-0.0127375546625631
-0.2685370741482966,0.04325331299638785
-0.2655310621242485,0.047833650813818185
-0.26252505010020044,-0.1741504117093057
-0.2595190380761523,-0.019680864680509308
-0.25651302605210424,-0.24877595943226216
-0.2535070140280561,-0.1819043456859757
-0.25050100200400804,-0.1698729640853161
-0.24749498997995995,-0.08350670997695114
-0.24448897795591185,-0.22590436027275312
-0.24148296593186375,0.06708674828663674
-0.23847695390781565,-0.04071712931406192
-0.23547094188376755,-0.24931191488744406
-0.23246492985971945,-0.2039783912228393
-0.22945891783567135,-0.28091713933738244
-0.22645290581162325,-0.059018002650568946
-0.22344689378757515,-0.04915442605401772
-0.22044088176352705,-0.2820505616550022
-0.21743486973947895,-0.19388011558912444
-0.21442885771543085,-0.23681259736014035
-0.21142284569138275,-0.18942996055420608
-0.20841683366733466,-0.14052347476112803
-0.20541082164328656,-0.16771362864219366
-0.20240480961923846,-0.006537315676368088
-0.19939879759519036,-0.0798178867988493
-0.19639278557114231,0.17583516885220454
-0.19338677354709422,-0.31232116063860516
-0.19038076152304612,-0.22429036427854596
-0.18737474949899802,-0.25519603160315507
-0.18436873747494992,-0.2772701127903784
-0.18136272545090182,-0.25041996938153305
-0.17835671342685372,-0.20976283330581402
-0.17535070140280562,-0.19561710050020945
-0.17234468937875752,-0.10205456935637554
-0.16933867735470942,-0.28581108820725615
-0.16633266533066132,-0.20865204542914403
-0.16332665330661322,-0.13245812705370946
-0.16032064128256512,-0.34816612754807025
-0.15731462925851702,-0.25883500007578913
-0.15430861723446893,-0.27570451792440387
-0.15130260521042083,-0.01082289998309921
-0.14829659318637273,-0.25811880941301335
-0.14529058116232463,-0.1806720902400386
-0.14228456913827658,-0.40645885309218543
-0.13927855711422849,-0.22316159067565586
-0.13627254509018039,-0.41989402873658277
-0.1332665330661323,-0.1011836452966923
-0.1302605210420842,-0.27263764467466034
-0.1272545090180361,-0.08782765614151203
-0.12424849699398799,-0.25952883450477937
-0.12124248496993989,-0.396978395791995
-0.11823647294589179,-0.2911559142487739
-0.11523046092184369,-0.3501591304609796
-0.11222444889779559,-0.5221846762865333
-0.1092184368737475,-0.19689847554533094
-0.1062124248496994,-0.38061982379084996
-0.1032064128256513,-0.5410413216114989
-0.1002004008016032,-0.4185411056058289
-0.0971943887775551,-0.363507016631164
-0.094188376753507,-0.5290497590902714
-0.0911823647294589,-0.15008147311254572
-0.0881763527054108,-0.4541445918807342
-0.08517034068136276,-0.4026100783089045
-0.08216432865731466,-0.38297459560847735
-0.07915831663326656,-0.21600927192213987
-0.07615230460921846,-0.4232945389292163
-0.07314629258517036,-0.4504285026829811
-0.07014028056112226,-0.7645287501098132
-0.06713426853707416,-0.5272131196429825
-0.06412825651302606,-0.47083939869764885
-0.06112224448897796,-0.6717914530763756
-0.05811623246492986,-0.8179447782608552
-0.05511022044088176,-0.8753726083944671
-0.052104208416833664,-0.6983732740803926
-0.049098196392785565,-0.49995621336794915
-0.046092184368737465,-0.7889089988134966
-0.043086172344689366,-0.6575170999598478
-0.04008016032064127,-0.7005823276897627
-0.03707414829659317,-0.7406191858423182
-0.03406813627254507,-0.7745949730607353
-0.031062124248497025,-0.6831082280588499
-0.028056112224448926,-0.972760564051456
-0.025050100200400827,-0.9487947109857782
-0.022044088176352727,-0.7789658295096066
-0.019038076152304628,-1.0027502190905662
-0.01603206412825653,-0.9181002588992614
-0.01302605210420843,-0.8911046143526495
-0.01002004008016033,-1.0041858227541074
-0.0070140280561122315,-1.1235843100136231
-0.004008016032064132,-1.191008920976996
-0.001002004008016033,-1.1478295387193695
0.002004008016032066,-1.1131125122992016
0.00501002004008011,-1.1951301637401788
